url,summary,target
https://n.news.naver.com/mnews/article/022/0003910245,,0
https://n.news.naver.com/mnews/article/421/0007389690,,0
https://n.news.naver.com/mnews/article/001/0014542215,,0
https://n.news.naver.com/mnews/article/014/0005150976,,0
https://n.news.naver.com/mnews/article/469/0000788700,,0
https://n.news.naver.com/mnews/article/081/0003434674,"中 외교부, 美 ‘중국산 전기차 위협론’에 “그럼 아이폰은 뭐냐”
중국 외교부는 자국산 전기자동차를 겨냥해 '안보 위협론'을 제기한 지나 러몬도 미국 상무장관의 발언을 두고 ""허위사실""이라고 강하게 반발했다.

마오 대변인은 ""이 논리에 따르면 중국은 자국에서 쓰이는 수억대의 아이폰이 미국으로 정보를 보낼까봐 두려워 먹통이 되기를 원해야 하는가""라고 반문했다.

최근 러몬도 미 상무장관은 한 간담회에서 ""전기차나 자율주행차는 운전자나 차량의 위치, 차량 주변 상황과 관련해 엄청난 양의 정보를 수집한다""면서 ""이런 정보가 중국으로 전송되길 원하는가""라며 안보 위협론을 제기했다.",0
https://n.news.naver.com/mnews/article/015/0004955544,"""수교 140주년 韓·伊, 유사점 많아…저출산 같이 고민하자""
가토 대사는 한국과 이탈리아가 서로에게 쏟는 관심이 '소프트파워'에만 국한되는 게 아쉽다고 했다.

이탈리아는 드라마, 영화, 가요 등 한국의 K컬처에, 한국은 패션, 음식, 가구, 페라리 자동차 등 이탈리아의 이른바 '4F'에만 주목하고 있다는 지적이다.

그는 ""서로를 더 잘 알아야 상호 보완의 힘을 발휘할 수 있다""며 ""이탈리아는 한국이 세계에서 네 번째로 수교를 맺은 나라""라고 강조했다.",0
https://n.news.naver.com/mnews/article/015/0004955537,"OPEC+, 감산 연장…유가 들썩
이 기사는 국내 최대 해외 투자정보 플랫폼 한경 글로벌마켓에 게재된 기사입니다.

석유수출국기구와 비OPEC 주요 산유국 협의체인 OPEC+가 감산을 연장하기로 했다.

OPEC+는 2022년 10월부터 유가 부양을 위해 감산 정책을 이어왔고 작년 11월엔 일부 회원국이 자발적으로 할당량보다 하루평균 220만 배럴을 올해 1분기까지 추가 감산하기로 했다.",0
https://n.news.naver.com/mnews/article/015/0004955532,,0
https://n.news.naver.com/mnews/article/005/0001678344,"헤일리, 워싱턴 DC서 트럼프에 첫승… 판세 영향 미미
미국 공화당 대권 주자인 니키 헤일리 전 유엔대사가 도널드 트럼프 전 대통령에게 경선에서 처음으로 이겼다.

AP통신은 3일 ""워싱턴 DC에서 열린 공화당 프라이머리에서 헤일리 전 대사가 처음으로 승리했다""며 ""트럼프 전 대통령의 연승을 일시적으로 저지했다""고 보도했다.

개표율 99%에서 헤일리 전 대사는 62.8%의 득표율로 트럼프 전 대통령의 33.3%를 앞섰다.",1
https://n.news.naver.com/mnews/article/421/0007388175,"불타오르네…日닛케이지수, 사상 첫 4만선마저 뚫었다(종합)
4일 도쿄증시 닛케이225 평균주가가 장중 기준으로 처음으로 4만엔 선을 뚫었다.

이날 오전 11시 35분 현재 닛케이225지수는 전거래일 대비 316 오른 4만226.83을 기록하고 있다.

닛케이지수는 지난 2월 22일, 34년 2개월 전 기록한 종전 최고 종가인 3만8915를 깨고 3만9098으로 마감했다.",1
https://n.news.naver.com/mnews/article/025/0003345003,"美대법 '트럼프 대선출마 자격' 슈퍼화요일 전날 선고할 듯
2020년 대선 패배를 뒤집으려고 지지자들의 의회 폭동을 부추긴 의혹을 받는 도널드 트럼프 전 미국 대통령의 대선 출마 저지 여부를 판가름하는 미 연방대법원의 판결이 '슈퍼 화요일' 전날인 오는 4일 나올 전망이다.

그러나 미 언론은 연방대법원이 선고일을 공지한 게 이례적이라는 점에서 연방대법원이 트럼프 전 대통령의 출마 자격을 박탈한 콜로라도주 대법원 판결에 대한 판단을 발표할 가능성이 있다고 전망했다.

연방대법원이 슈퍼 화요일 이전에 트럼프 전 대통령의 출마 자격을 둘러싼 불확실성을 해소해야 할 필요를 염두에 뒀을 것이란 분석도 나온다.",1
https://n.news.naver.com/mnews/article/015/0004954973,"상하이증시…中 양회, 4일개막…새 부양책 나온다
지난주 마지막 거래일인 1일 중국 증시는 양회를 앞두고 경기부양책에 대한 기대감이 유지되면서 상승 마감했다.

4일 개막되는 양회에서 올해 중국의 경제성장률 목표치와 함께 새로운 경기부양책이 제시될 전망이다.

중국의 올해 경제 성장률 목표치는 작년에 이어 5.0% 안팎으로 예상된다.",1
https://n.news.naver.com/mnews/article/057/0001803256,"수천 명 탈옥한 아이티…국가 비상사태 선포
극심한 치안 실패 속 대규모 탈옥사태까지 발생한 카리브해 섬나라 아이티가 3일 야간 통행금지 조치와 함께 비상사태를 선포했습니다.

AFP통신 등에 따르면 아이티 정부는 성명을 내고 전날 국립교도소 등에서 발생한 대규모 탈옥과 이에 따른 폭력 사태를 진압하기 위해 비상사태를 선포한다고 밝혔습니다.

아이티 정부는 또한 3일부터 6일까지, 오후 6시부터 다음 달 오전 5시 사이 통행금지 조치도 함께 시행한다고 말했습니다.",1
https://n.news.naver.com/mnews/article/032/0003282193,"러, ‘타우러스 지원’ 막으려 독일군 녹취록 공개했나···독일 “도청 확인” 파문
러시아 측이 타우러스 미사일의 우크라이나 지원 문제를 논의한 독일군 고위 간부들의 회의 녹취록을 공개해 파장이 일고 있는 가운데 독일 정부는 회의가 도청됐다며 경위 파악에 나섰다.

러시아가 유럽에 대한 정보력을 과시하는 동시에 서방 동맹국들을 분열시키고, 궁극적으로는 독일의 타우러스 지원을 막기 위해 녹취록을 공개했다는 해석도 나온다.

독일 연방군 대령 출신인 로데리히 키제베터 의원은 ""러시아가 독일의 의사결정을 얼마나 깊숙하게 파악하고 있는지 공개해 타우러스 지원을 저지하려는 의도""라며 ""동시에 영국과 프랑스, 독일을 갈라놓으려는 것""이라고 말했다.",1
https://n.news.naver.com/mnews/article/081/0003434614,"머스크, 패소도 분한데 수수료로 8조 떼일 판
글로벌 전기차업체 테슬라의 최고경영자 일론 머스크에게 560억 달러 규모의 스톡옵션 취소 소송을 제기해 승소한 원고 측 변호사들이 테슬라를 상대로 천문학적인 규모의 법률수수료를 요구했다.

변호인들은 테슬라가 머스크에게 막대한 보상을 하지 않아도 돼 큰 이익을 얻는 만큼 이 법률 수수료가 과도하지 않다고 주장했다.

그 이유로 ""테슬라는 수수료를 지급하기 위해 대차대조표에서 단 1센트도 빼내지 않아도 되며 세금 공제도 받을 수 있다""고 했다.",1
https://n.news.naver.com/mnews/article/366/0000974799,"유가 더 오르나? “OPEC+, 자발적 원유 감산 2분기까지 연장”
석유수출국기구와 주요 산유국의 연대체인 OPEC+가 1분기까지 예정했던 자발적 원유 감산을 2분기까지 연장하기로 했다.

전문가들은 최대 원유 소비국 중 하나인 중국의 경기침체로 수요가 줄어드는 데다 OPEC+와 경쟁 관계인 미국의 산유량이 증가하는 데 대비해 감산 기조를 유지할 것으로 전망한다.

OPEC+를 주도하는 사우디아라비아와 러시아는 유가를 어느 정도 높게 유지해야 하는 입장이다.",1
https://n.news.naver.com/mnews/article/081/0003434408,"최악 불신 바이든, 트럼프는 ‘냉동배아’… 악재 커지는 리턴매치
오는 5일 미국 대선의 최고 흥행일인 '슈퍼 화요일'을 앞두고 본선 재대결이 확실시된 조 바이든 대통령과 도널드 트럼프 전 대통령이 모두 악재를 단속하느라 전전긍긍하고 있다.

올해 81세인 바이든 대통령은 고령과 맞물려 최고조에 이른 '불신'이, 트럼프 전 대통령은 보수 기독교 여성들마저 반발한 IVF 이슈가 발목을 잡고 있다.

바이든 대통령은 인지력 논란과 민주당원 사이에서도 커지는 불만을 잠재워야 하는 상황에 직면했다.",1
https://n.news.naver.com/mnews/article/001/0014539761,"對中경쟁·비용압박 美 AI무인전투기 개발박차…""2개사 곧 선정""(종합)
미중 패권 경쟁이 신냉전 양상을 띠어가는 가운데 미 공군이 인공지능 기반 무인 전투기 개발을 본격화하고 있다고 미 월스트리트저널이 3일 보도했다.

미 공군은 현재 AI 무인전투기의 목표 생산 가격을 2천만∼3천만 달러로 추산하고 있으며, 방산업계에선 향후 대당 가격을 1천만 달러 이하로 낮출 수 있을 것으로 기대한다.

미 공군 주력인 F-35 스텔스 전투기 가격이 1억 달러에 달하는 점을 고려하면 1대 가격으로 10대의 AI 무인전투기를 생산할 수 있어 저렴한 가격에 더 많은 물량을 생산할 수 있게 되는 셈이다.",1
https://n.news.naver.com/mnews/article/022/0003910245,"총리 회견 사라진 중국 전인대… 시진핑 권력 집중 더 공고히
중국의 연례 최대 정치행사 양회 중 국정 자문기구인 전국인민정치협상회의가 4일 개막했다.

러우친젠 전인대 대변인은 이날 베이징 인민대회당에서 기자회견을 열고 ""전인대 제14기 2차 연례회의가 5일 오전 개막해 11일 오후에 폐막한다""며 ""올해 전인대 기간 7개 안건이 처리될 예정""이라고 밝혔다.

지난해와 달리 올해는 전인대 후 리 총리가 별도의 기자회견을 진행하지 않는다.",1
https://n.news.naver.com/mnews/article/421/0007389690,,1
https://n.news.naver.com/mnews/article/001/0014542215,"이스라엘 빠진 휴전협상…""중대 진전"" vs ""라마단 전 난망""
이집트 카이로에서 진행 중인 가자지구 협상에서 중대한 진전이 있었다고 이집트 관영 매체 알카히라 뉴스가 4일 보도했다.

월스트리트저널은 하마스 측 고위 관리를 인용해 라마단 첫 주에나 협상이 타결될 가능성이 있다는 조심스러운 전망을 내놨다.

특히 한 소식통은 하마스의 가자지구 지도자 야히야 신와르가 연락이 두절된 탓에 라마단 이전에 협상 타결이 어려워졌다고 전했다.",1
https://n.news.naver.com/mnews/article/014/0005150976,"중국 총리의 전인대 폐막 기자회견 더 이상 없다
지난 30년 동안 중국의 전국인민대표대회의 이정표처럼 여겨졌던 총리 폐막 기자회견이 올해부터는 구경할 수 없게 됐다.

생방송으로 송출되는 총리의 전인대 폐막 기자회견은 취재 환경이 까다로운 중국에서 국가 최고위급 책임자가 직접 기자들을 마주해 질문을 받는 매우 드문 기회였기 때문에 전 세계의 관심이 집중됐다.

지난해 물러난 리커창 전 총리는 2020년 전인대 폐막 기자회견에서 ""중국인 6억명의 월수입은 1000 위안밖에 안 된다. 1000위안으로는 중간 규모 도시에서 집세를 내기조차 어렵다""는 발언으로 세계를 놀라게 했다.",1
https://n.news.naver.com/mnews/article/469/0000788700,"집권 연장 불안감?… 젤렌스키 ""러, 우크라 대선 연기 겨냥해 정보전""
전쟁 장기화 속에 집권 연장을 앞둔 볼로디미르 젤렌스키 우크라이나 대통령이 자신의 정치적 입지를 흔들려는 공작을 러시아가 준비 중이라고 주장한 것으로 전해졌다.

전시 체제하에서 대선 연기는 불가피하다는 게 다수 여론이지만, 젤렌스키 대통령의 지지율 자체는 떨어지고 있는 셈이다.

이런 가운데, 영국 국방정보국은 ""우크라이나 침공 후 2년간 러시아군 사상자가 총 35만5,000명인 것으로 추정된다""고 이날 밝혔다.",1
https://n.news.naver.com/mnews/article/081/0003434674,"中 외교부, 美 ‘중국산 전기차 위협론’에 “그럼 아이폰은 뭐냐”
중국 외교부는 자국산 전기자동차를 겨냥해 '안보 위협론'을 제기한 지나 러몬도 미국 상무장관의 발언을 두고 ""허위사실""이라고 강하게 반발했다.

마오 대변인은 ""이 논리에 따르면 중국은 자국에서 쓰이는 수억대의 아이폰이 미국으로 정보를 보낼까봐 두려워 먹통이 되기를 원해야 하는가""라고 반문했다.

최근 러몬도 미 상무장관은 한 간담회에서 ""전기차나 자율주행차는 운전자나 차량의 위치, 차량 주변 상황과 관련해 엄청난 양의 정보를 수집한다""면서 ""이런 정보가 중국으로 전송되길 원하는가""라며 안보 위협론을 제기했다.",1
https://n.news.naver.com/mnews/article/015/0004955544,"""수교 140주년 韓·伊, 유사점 많아…저출산 같이 고민하자""
가토 대사는 한국과 이탈리아가 서로에게 쏟는 관심이 '소프트파워'에만 국한되는 게 아쉽다고 했다.

이탈리아는 드라마, 영화, 가요 등 한국의 K컬처에, 한국은 패션, 음식, 가구, 페라리 자동차 등 이탈리아의 이른바 '4F'에만 주목하고 있다는 지적이다.

그는 ""서로를 더 잘 알아야 상호 보완의 힘을 발휘할 수 있다""며 ""이탈리아는 한국이 세계에서 네 번째로 수교를 맺은 나라""라고 강조했다.",1
https://n.news.naver.com/mnews/article/015/0004955537,"OPEC+, 감산 연장…유가 들썩
이 기사는 국내 최대 해외 투자정보 플랫폼 한경 글로벌마켓에 게재된 기사입니다.

석유수출국기구와 비OPEC 주요 산유국 협의체인 OPEC+가 감산을 연장하기로 했다.

OPEC+는 2022년 10월부터 유가 부양을 위해 감산 정책을 이어왔고 작년 11월엔 일부 회원국이 자발적으로 할당량보다 하루평균 220만 배럴을 올해 1분기까지 추가 감산하기로 했다.",1
https://n.news.naver.com/mnews/article/015/0004955532,"'머스크 560억弗 보상 무효' 이끈 로펌…""수임료로 60억弗 테슬라 주식 내놔라""
이 기사는 국내 최대 해외 투자정보 플랫폼 한경 글로벌마켓에 게재된 기사입니다.

일론 머스크 테슬라 최고경영자의 560억달러 스톡옵션을 무효로 만든 소송을 대리한 변호사들이 60억달러어치 주식을 수임료로 요구했다.

3일 블룸버그통신 등에 따르면 머스크 급여 패키지 소송에서 원고인 소액주주를 대리한 번스타인리토위츠버거앤드그로스먼 등 로펌 세 곳의 변호사들은 이번 소송의 법률 수수료로 테슬라 주식 2900만 주를 요구하는 서류를 법원에 제출했다.",1
https://n.news.naver.com/mnews/article/018/0005685018,"티빙, 광고요금제(AVOD)쏜다... “생애 첫 구독 100원”
국내 인터넷방송서비스 사업자 최초로 광고요금제를 출시하는 티빙이 이용자 혜택을 위한 이벤트를 마련했다.

티빙은 월 구독료 5500원에 실시간 LIVE 채널과 드라마, 영화, 스포츠 등 풍성한 콘텐츠를 즐길 수 있는 '광고형 스탠다드' 상품을 4일 출시한다고 밝혔다.

국내 사업자 최초로 저가형 '광고형 스탠다드' 상품을 출시하는 티빙은 이용자 부담을 한 단계 더 낮추기 위해 100원 이벤트를 진행한다.",1
